Unnamed: 0,Year,FuelConsumption,Kilometres,Doors,Seats,Price,Automatic,Manual,DEMO,NEW,USED,Engine_cyl_num,Engine_total_vol
376,2017,8.8,88363.0,5,4,10.817375399793972,0,1,0,0,1,4,2.0
377,2007,9.6,192415.0,4,5,9.305559638557117,0,1,0,0,1,4,2.4
378,2013,8.0,223907.0,2,2,9.609988594762783,0,1,0,0,1,4,3.0
379,2012,9.0,157563.0,4,7,9.74090979777877,1,0,0,0,1,6,2.7
380,2016,8.1,310215.0,2,4,9.998343083548807,1,0,0,0,1,4,3.0
381,2016,5.8,209628.0,4,5,9.546455401949554,0,1,0,0,1,4,2.0
382,2018,11.6,76027.0,4,8,10.645401087458245,1,0,0,0,1,6,3.3
383,2011,7.8,97125.0,2,5,9.39182824802156,1,0,0,0,1,4,2.0
384,2019,6.2,55677.0,5,5,10.122141038577473,0,1,0,0,1,4,2.0
385,2009,8.8,134916.0,4,5,9.2093398716426,1,0,0,0,1,4,2.4
386,2016,7.3,117686.0,5,5,10.199435369404942,0,1,0,0,1,4,2.0
387,2015,6.9,146059.0,4,5,9.392245175273795,1,0,0,0,1,4,1.4
388,2018,8.1,98754.0,4,7,10.122141038577473,1,0,0,0,1,4,2.5
389,2014,9.5,207234.0,4,5,9.90323752128092,1,0,0,0,1,6,3.6
390,2023,6.9,15.0,5,5,10.228826616165007,1,0,0,1,0,4,1.5
391,2010,14.6,176052.0,4,5,9.85214162518454,1,0,0,0,1,8,6.0
392,2015,5.1,79452.0,3,4,9.190137664658664,0,1,0,0,1,4,1.2
393,2012,6.8,139976.0,5,5,9.471935109664646,1,0,0,0,1,4,1.5
394,2015,6.6,98900.0,5,5,10.199435369404942,1,0,0,0,1,4,2.0
395,2016,7.0,99459.0,4,5,10.461673747661957,1,0,0,0,1,4,2.0
396,2020,10.9,34291.0,4,7,10.54507824618167,1,0,0,0,1,4,2.0
397,2017,7.5,37811.0,4,5,10.596384701840863,1,0,0,0,1,4,2.5
398,2012,8.9,181747.0,4,5,9.375854810453756,1,0,0,0,1,6,3.0
400,2020,8.0,79801.0,4,5,10.757690092096862,1,0,0,0,1,4,2.2
401,2017,8.8,91989.0,4,3,10.462817585361734,1,0,0,0,1,4,2.5
402,2013,6.9,107647.0,5,5,9.733884768149949,1,0,0,0,1,4,1.8
403,2018,7.4,86144.0,4,5,9.998343083548807,1,0,0,0,1,4,2.0
404,2013,7.8,120720.0,4,5,9.733884768149949,1,0,0,0,1,4,1.6
405,2015,6.6,201306.0,4,5,9.47262771040802,1,0,0,0,1,4,2.5
406,2022,6.7,12412.0,4,5,10.126231023828998,1,0,0,0,1,4,1.4
407,2019,8.1,41988.0,4,5,10.875931749013414,1,0,0,0,1,4,2.0
408,2015,7.1,117106.0,4,5,9.97524991876302,1,0,0,0,1,4,2.0
410,2014,7.3,85601.0,4,5,9.798071479779479,1,0,0,0,1,4,1.4
412,2017,6.6,153986.0,5,5,9.740674462130217,1,0,0,0,1,4,1.6
413,2015,7.8,70759.0,4,5,10.126231023828998,1,0,0,0,1,4,2.5
415,2012,8.5,189152.0,4,7,10.595383951194421,1,0,0,0,1,4,3.0
416,2015,5.7,197191.0,4,5,9.47262771040802,1,0,0,0,1,4,2.0
417,2018,8.0,72640.0,4,5,10.645186773678239,1,0,0,0,1,4,2.4
418,2004,10.0,187550.0,4,5,9.305195902988862,1,0,0,0,1,4,2.5
419,1995,8.5,204004.0,5,5,8.00469951054955,1,0,0,0,1,4,1.6
420,2016,8.8,226455.0,4,5,10.165851817003619,1,0,0,0,1,5,3.2
421,2016,5.3,103473.0,4,5,10.595383951194421,1,0,0,0,1,4,2.0
422,2019,5.9,75607.0,4,5,10.2396025825095,1,0,0,0,1,4,1.4
423,2009,13.0,219702.0,4,7,8.987071812848821,1,0,0,0,1,6,3.7
424,2013,4.7,40260.0,5,5,10.034515814942532,1,0,0,0,1,4,1.4
425,2018,4.1,48825.0,5,5,10.235951767759802,1,0,0,0,1,4,1.8
426,2018,7.8,145196.0,4,5,11.314352567590223,1,0,0,0,1,6,3.0
427,2018,7.8,163591.0,4,5,10.308619271743055,0,1,0,0,1,4,2.0
428,2014,9.2,177060.0,4,5,10.2396025825095,1,0,0,0,1,5,3.2
429,2018,7.2,91792.0,4,5,10.596384701840863,0,1,0,0,1,4,2.4
430,2016,3.6,83656.0,4,5,9.791438048727505,1,0,0,0,1,4,1.6
431,2014,6.5,148600.0,4,5,9.615138591096644,1,0,0,0,1,4,1.6
432,2019,8.9,40898.0,4,7,10.403959764222627,1,0,0,0,1,6,3.6
433,2008,9.3,220235.0,4,5,9.104424146384634,0,1,0,0,1,4,2.5
434,2014,6.8,151436.0,5,5,9.429395577381786,1,0,0,0,1,4,1.5
436,2009,7.8,53202.0,3,5,9.21024036697585,1,0,0,0,1,4,1.6
438,2017,7.0,73901.0,4,5,10.274706221915702,1,0,0,0,1,4,2.0
439,2010,12.1,252569.0,4,5,9.674074388208323,1,0,0,0,1,6,4.0
440,2013,8.3,180000.0,4,5,9.846282078765348,1,0,0,0,1,6,3.0
441,2011,6.3,196245.0,4,5,9.47262771040802,1,0,0,0,1,4,2.1
442,2018,6.1,73511.0,5,5,10.489884363149192,1,0,0,0,1,4,1.5
443,2010,7.6,209809.0,4,5,9.392578591964389,1,0,0,0,1,4,1.8
444,2019,5.7,53241.0,4,5,10.714417768752456,1,0,0,0,1,4,1.3
445,2017,7.0,89077.0,4,5,10.2396025825095,1,0,0,0,1,4,1.5
446,2013,6.8,123517.0,4,5,9.61573881119536,1,0,0,0,1,4,1.8
447,2019,7.4,145821.0,4,5,10.403959764222627,1,0,0,0,1,4,2.5
449,2008,8.0,146862.0,4,5,9.103868127465667,1,0,0,0,1,4,2.0
450,2018,7.4,45512.0,4,5,10.042814617757227,1,0,0,0,1,4,2.0
451,2019,9.5,27951.0,2,4,11.00193316064714,1,0,0,0,1,4,2.3
452,2018,4.8,66964.0,5,5,9.85166780380633,1,0,0,0,1,4,1.2
453,2018,7.2,51966.0,4,5,9.998343083548807,1,0,0,0,1,4,2.0
454,2017,7.9,172450.0,4,5,9.79784922051313,1,0,0,0,1,4,2.0
455,2023,7.1,15.0,4,5,10.114153582339226,1,0,0,1,0,4,1.5
456,2017,4.7,65737.0,4,5,10.08539235583374,1,0,0,0,1,4,1.6
457,2019,6.4,41278.0,5,5,10.122141038577473,1,0,0,0,1,4,1.3
459,2013,6.2,152373.0,5,5,9.740380214665977,1,0,0,0,1,4,2.0
460,2017,9.2,63000.0,4,5,11.314352567590223,1,0,0,0,1,6,3.0
461,2007,8.4,235600.0,5,5,8.986571625268054,1,0,0,0,1,4,2.0
462,2017,8.9,35766.0,4,8,10.5184028848265,1,0,0,0,1,4,2.4
463,2017,8.8,233069.0,4,5,9.998343083548807,1,0,0,0,1,4,2.8
464,2017,7.2,131897.0,4,5,9.993693820422276,1,0,0,0,1,4,2.0
465,2015,7.3,102890.0,5,5,10.307284603543595,0,1,0,0,1,4,2.0
466,2016,5.6,105363.0,4,5,10.12643108384767,1,0,0,0,1,4,1.8
467,2018,7.9,88501.0,4,5,10.184711314926863,1,0,0,0,1,4,2.0
468,2014,7.1,119130.0,4,5,9.61547209118311,1,0,0,0,1,4,1.8
470,2014,7.5,113018.0,4,5,11.183726712315513,1,0,0,0,1,6,3.0
471,2016,9.0,167746.0,4,5,10.404232536959167,1,0,0,0,1,5,3.2
472,2009,8.7,297935.0,4,5,9.103868127465667,1,0,0,0,1,6,3.0
473,2008,9.1,186419.0,4,5,9.21024036697585,1,0,0,0,1,4,2.5
474,2016,10.0,130920.0,4,7,10.126231023828998,1,0,0,0,1,6,3.5
475,2009,9.1,196264.0,2,3,9.546741177474825,1,0,0,0,1,4,2.5
476,2021,8.3,30787.0,4,5,10.571060481976643,1,0,0,0,1,4,2.5
477,2023,7.3,15.0,5,5,10.462817585361734,1,0,0,1,0,3,1.3
478,2019,7.4,63718.0,4,5,10.126231023828998,1,0,0,0,1,4,2.0
479,2022,6.3,2524.0,4,5,10.308952660644293,1,0,0,0,1,4,2.0
481,2016,5.8,112908.0,4,7,10.165467127635536,1,0,0,0,1,4,2.3
482,2022,6.7,15.0,5,5,9.877656792501606,1,0,0,1,0,4,1.5
483,2012,8.0,178792.0,4,3,10.1226230824528,1,0,0,0,1,4,3.0
484,1999,10.5,118778.0,4,5,10.30521234102857,0,1,0,0,1,4,2.0
485,2000,11.5,369953.0,2,3,8.697846691109495,0,1,0,0,1,4,2.0
487,2016,6.2,97437.0,5,5,9.61547209118311,1,0,0,0,1,4,1.4
488,2013,8.8,148000.0,4,5,9.74090979777877,1,0,0,0,1,4,2.0
489,2017,6.9,33257.0,4,5,10.271181562957294,1,0,0,0,1,4,2.0
490,2006,10.0,180139.0,5,5,9.680031452383618,0,1,0,0,1,4,2.3
491,2017,8.2,66025.0,4,5,11.00043178410354,1,0,0,0,1,6,3.0
492,2011,5.9,78907.0,4,5,9.798071479779479,1,0,0,0,1,4,2.0
493,2015,5.4,94375.0,5,5,9.608310798322087,1,0,0,0,1,4,1.4
494,2017,6.0,152494.0,4,5,10.034515814942532,1,0,0,0,1,4,1.6
496,2018,9.7,75921.0,4,5,10.75683848463641,1,0,0,0,1,6,3.5
497,2016,9.6,31393.0,2,4,10.2396025825095,1,0,0,0,1,4,2.4
498,2022,6.3,5507.0,4,5,11.15607907776451,1,0,0,0,1,4,2.0
499,2018,7.4,94193.0,4,5,10.08539235583374,1,0,0,0,1,4,2.0
500,2010,8.4,207245.0,5,5,9.608310798322087,1,0,0,0,1,4,2.0
503,2010,7.4,99026.0,4,5,9.47262771040802,1,0,0,0,1,4,1.8
504,2016,10.2,127550.0,4,7,9.998343083548807,1,0,0,0,1,6,3.5
505,2016,4.9,109800.0,5,5,9.47262771040802,0,1,0,0,1,3,1.0
508,2015,8.6,59081.0,4,5,10.59383080576334,1,0,0,0,1,4,2.0
509,2009,11.0,149456.0,4,7,9.897469480210566,1,0,0,0,1,6,3.5
510,2011,8.6,200774.0,4,7,9.301094735244646,1,0,0,0,1,4,2.0
512,2018,6.8,64378.0,4,5,10.462817585361734,1,0,0,0,1,4,2.0
513,2015,9.0,95071.0,4,7,9.615138591096644,1,0,0,0,1,4,2.4
515,2009,9.0,111873.0,2,4,9.615138591096644,1,0,0,0,1,4,1.8
516,2016,7.5,55000.0,4,5,10.404232536959167,1,0,0,0,1,4,2.0
517,2012,9.9,171093.0,4,5,9.740674462130217,1,0,0,0,1,6,4.0
518,2011,7.9,40856.0,5,5,9.607773308387083,1,0,0,0,1,4,2.0
519,2010,6.7,135594.0,5,5,9.304741047397666,1,0,0,0,1,4,1.5
520,2006,17.2,199571.0,4,5,9.304741047397666,1,0,0,0,1,6,3.5
521,2014,8.4,200589.0,4,5,9.21024036697585,0,1,0,0,1,4,2.0
522,2016,4.9,29220.0,5,5,10.11476093127985,1,0,0,0,1,4,1.5
523,2008,8.0,125699.0,5,5,9.103868127465667,1,0,0,0,1,4,2.0
524,2019,7.9,23126.0,4,5,10.462817585361734,1,0,0,0,1,4,2.0
526,2010,12.3,290000.0,2,3,9.546098067659527,1,0,0,0,1,6,4.0
528,2012,6.9,202100.0,4,5,9.615071877730596,1,0,0,0,1,4,2.0
529,2008,8.8,104335.0,4,5,8.986571625268054,1,0,0,0,1,4,1.8
531,2017,9.2,185244.0,4,5,10.08539235583374,1,0,0,0,1,5,3.2
532,2023,7.1,15.0,4,5,10.114153582339226,1,0,0,1,0,4,1.5
533,2015,6.0,110250.0,4,5,10.398183794372235,1,0,0,0,1,4,2.0
534,2015,7.7,42153.0,5,5,10.081131519778971,1,0,0,0,1,4,2.0
535,2018,8.5,75113.0,4,5,10.568440998725292,1,0,0,0,1,4,2.5
536,2018,7.4,82292.0,4,5,10.08539235583374,1,0,0,0,1,4,2.0
537,2018,7.3,51770.0,4,5,10.434086391401058,1,0,0,0,1,4,1.5
538,2019,4.9,28550.0,5,5,9.993693820422276,1,0,0,0,1,3,1.0
540,2017,6.1,94546.0,5,5,10.275016625615446,1,0,0,0,1,4,1.5
541,2005,11.0,303119.0,4,5,9.2093398716426,0,1,0,0,1,4,2.7
542,2019,8.8,112808.0,4,5,11.034082887057288,1,0,0,0,1,6,3.0
543,2007,9.9,176886.0,4,5,9.39182824802156,1,0,0,0,1,4,2.4
544,2018,8.1,183378.0,4,7,9.74090979777877,1,0,0,0,1,4,2.2
545,2017,5.5,106946.0,5,5,9.666371843655035,1,0,0,0,1,4,1.5
546,2022,6.7,1446.0,5,5,10.030340443532051,1,0,0,0,1,4,1.5
548,2008,10.8,248751.0,4,7,8.986571625268054,1,0,0,0,1,6,3.0
549,2013,7.9,100970.0,4,5,9.79757132694458,1,0,0,0,1,4,2.0
550,2020,7.9,34806.0,4,5,10.305613759378778,1,0,0,0,1,4,2.0
552,2019,7.2,57742.0,4,5,10.235593126289832,1,0,0,0,1,4,2.0
553,2017,7.4,123425.0,4,5,9.903437551286085,1,0,0,0,1,4,2.0
554,2012,6.7,144683.0,4,5,9.471935109664646,1,0,0,0,1,4,1.5
555,2021,6.1,54303.0,4,7,10.618591900448115,1,0,0,0,1,4,2.2
556,2014,6.5,143226.0,5,5,9.47262771040802,0,1,0,0,1,4,2.5
557,2017,5.8,123952.0,4,7,10.23981692180943,1,0,0,0,1,4,2.3
558,2019,7.0,22189.0,4,5,10.462817585361734,1,0,0,0,1,4,1.5
560,2015,9.0,118912.0,4,7,9.546455401949554,1,0,0,0,1,4,2.4
561,2018,7.2,64720.0,4,7,10.596384701840863,1,0,0,0,1,4,2.2
562,2015,10.1,98864.0,4,5,10.165813354725493,1,0,0,0,1,6,3.6
563,2017,7.4,138450.0,4,5,9.99857043378282,1,0,0,0,1,4,2.0
564,2012,8.7,111965.0,3,4,9.734358589528156,0,1,0,0,1,5,2.5
566,2010,10.1,246148.0,4,5,9.104424146384634,1,0,0,0,1,6,4.0
567,2022,7.5,2734.0,4,5,10.645377277084064,1,0,0,0,1,4,2.5
568,2017,7.7,47865.0,4,7,10.815770263012745,1,0,0,0,1,4,2.0
569,2018,8.9,147886.0,4,7,10.373178632943564,1,0,0,0,1,6,3.6
571,2021,4.2,46395.0,5,5,10.338123037944072,1,0,0,0,1,4,1.8
572,2022,4.2,9803.0,5,5,10.596609732783568,1,0,0,0,1,4,1.8
573,2023,6.9,15.0,5,5,10.298565567757805,1,0,0,1,0,4,1.5
575,2017,7.5,109787.0,4,5,10.373178632943564,1,0,0,0,1,4,2.5
576,2018,8.2,53362.0,4,4,10.432644132986843,1,0,0,0,1,4,2.2
577,2019,7.4,57418.0,5,5,10.12643108384767,1,0,0,0,1,4,2.0
579,2017,7.4,33836.0,4,5,10.165659490817816,1,0,0,0,1,4,2.0
580,2018,7.5,39067.0,5,5,10.571060481976643,0,1,0,0,1,4,1.8
581,2015,7.9,66242.0,4,5,10.165813354725493,1,0,0,0,1,4,2.0
582,2019,7.0,49181.0,4,5,10.714128838127134,1,0,0,0,1,4,2.3
583,2015,10.4,52378.0,4,5,10.54006438160768,1,0,0,0,1,6,3.6
585,2013,8.4,119924.0,4,5,9.680281499268713,1,0,0,0,1,4,2.0
586,2001,0.0,309774.0,4,7,9.738023112808596,0,1,0,0,1,4,3.0
587,2016,6.7,109666.0,4,5,10.042814617757227,1,0,0,0,1,4,2.0
589,2019,7.5,83438.0,4,7,10.691717614342766,1,0,0,0,1,4,2.2
590,2018,4.8,95573.0,5,5,9.734299374132137,1,0,0,0,1,4,1.2
592,2018,5.7,53343.0,4,5,10.126231023828998,1,0,0,0,1,4,2.0
593,2016,6.6,265211.0,4,5,9.103868127465667,1,0,0,0,1,4,2.0
594,2019,6.7,22132.0,5,5,10.689213914389166,1,0,0,0,1,4,2.0
595,2021,7.6,13515.0,3,4,10.878028324431728,0,1,0,0,1,3,1.6
596,2023,6.9,15.0,5,5,10.298565567757805,1,0,0,1,0,4,1.5
597,2018,5.6,101393.0,4,5,10.098848722837886,1,0,0,0,1,4,1.4
598,2018,8.3,104575.0,4,5,10.274706221915702,1,0,0,0,1,4,2.5
599,2017,8.1,45318.0,4,5,10.373178632943564,1,0,0,0,1,4,2.5
600,2017,7.4,6532.0,4,5,10.48815825675999,0,1,0,0,1,4,3.0
601,2021,8.6,38308.0,4,2,10.302263672493496,1,0,0,0,1,4,1.9
602,2011,8.1,184256.0,4,5,9.104424146384634,0,1,0,0,1,4,2.0
604,2015,7.1,88693.0,4,5,9.740380214665977,1,0,0,0,1,4,1.8
605,2019,6.0,97327.0,3,2,10.400863128577715,1,0,0,0,1,4,1.4
607,2014,6.8,149912.0,5,5,9.546741177474825,0,1,0,0,1,4,1.8
608,2018,12.7,26634.0,2,4,11.050731262615974,1,0,0,0,1,8,5.0
609,2011,10.1,78369.0,4,5,10.165467127635536,1,0,0,0,1,6,3.6
610,2010,9.5,203585.0,4,8,9.612466578818832,1,0,0,0,1,4,2.4
611,2010,9.5,269626.0,4,8,9.471935109664646,1,0,0,0,1,4,2.4
612,2019,8.6,30553.0,4,5,10.42540147328754,1,0,0,0,1,4,2.0
613,2017,8.5,111382.0,4,5,10.644233711895351,1,0,0,0,1,4,2.8
614,2011,6.8,148512.0,4,5,9.74090979777877,1,0,0,0,1,4,2.0
615,2016,7.7,53520.0,4,5,10.165467127635536,1,0,0,0,1,4,1.6
616,2015,7.7,100966.0,4,8,10.433821642690162,1,0,0,0,1,4,2.2
617,2015,13.6,57096.0,4,5,10.819378204388943,0,1,0,0,1,8,5.0
618,2017,7.4,131757.0,4,5,9.70771594801777,1,0,0,0,1,4,2.0
619,2018,7.7,138172.0,4,5,10.274706221915702,1,0,0,0,1,4,1.6
620,2014,11.6,140082.0,4,3,10.165659490817816,1,0,0,0,1,4,2.7
621,2013,6.4,124470.0,4,5,9.998070195022075,1,0,0,0,1,6,3.0
622,2021,8.6,36516.0,4,2,10.308619271743055,1,0,0,0,1,4,1.9
624,2009,9.3,100500.0,2,4,10.043206015705211,1,0,0,0,1,6,2.5
627,2018,5.4,90724.0,5,5,9.903437551286085,1,0,0,0,1,3,1.0
628,2009,6.8,139289.0,5,5,9.340491056441229,1,0,0,0,1,4,1.5
629,2010,7.7,104900.0,4,5,9.680031452383618,1,0,0,0,1,4,1.8
630,2014,9.3,253555.0,4,5,9.85166780380633,1,0,0,0,1,4,2.5
632,2012,10.4,138199.0,4,5,10.085600754292345,0,1,0,0,1,4,2.5
633,2023,7.3,15.0,5,5,10.424956336400598,1,0,0,1,0,3,1.3
634,2015,6.7,72927.0,4,5,9.740027003383092,1,0,0,0,1,4,1.8
636,2015,5.1,158831.0,4,5,9.996522418503318,1,0,0,0,1,4,1.5
638,2019,7.4,108541.0,5,5,10.042814617757227,1,0,0,0,1,4,2.0
639,2016,5.8,31620.0,2,4,10.726675666147958,1,0,0,0,1,4,2.0
640,2016,8.3,88961.0,4,5,10.571060481976643,0,1,0,0,1,5,3.2
641,2012,5.7,133884.0,5,5,9.60911649193355,0,1,0,0,1,4,1.6
642,2019,8.1,42159.0,4,5,11.140237276376,1,0,0,0,1,4,2.0
643,2021,7.5,28785.0,5,5,10.911445472936107,1,0,0,0,1,4,2.5
644,2016,6.3,73318.0,5,5,9.902987427494446,1,0,0,0,1,4,1.3
645,2017,7.0,82951.0,4,5,10.195783962538654,1,0,0,0,1,4,2.0
646,2017,7.2,136530.0,4,5,11.19656953193384,1,0,0,0,1,8,4.0
647,2015,6.9,204361.0,3,2,9.607773308387083,0,1,0,0,1,4,1.2
648,2016,8.3,99978.0,2,4,11.154649239664522,1,0,0,0,1,6,3.0
649,2014,7.4,65108.0,4,5,9.47231994707559,1,0,0,0,1,4,1.8
650,2018,9.6,136480.0,4,5,10.77662023009248,1,0,0,0,1,6,3.5
651,2007,10.9,285146.0,4,7,10.126231023828998,1,0,0,0,1,4,3.0
652,2015,8.3,117407.0,4,5,9.903437551286085,1,0,0,0,1,4,2.5
653,2016,9.2,130067.0,4,5,10.517320926376348,1,0,0,0,1,5,3.2
655,2014,8.5,151465.0,4,5,9.740380214665977,1,0,0,0,1,4,2.4
656,2018,7.3,23363.0,4,5,10.308919326755392,1,0,0,0,1,4,1.5
658,2005,8.9,102673.0,4,5,9.104424146384634,1,0,0,0,1,4,2.0
660,2011,9.5,130596.0,4,5,9.39182824802156,1,0,0,0,1,4,2.3
661,2013,5.4,108759.0,5,5,9.679718805828,1,0,0,0,1,4,1.4
663,2021,10.2,36809.0,4,7,11.40534025429029,1,0,0,0,1,6,3.5
664,2011,12.8,227125.0,4,5,9.612466578818832,1,0,0,0,1,6,3.6
665,2004,16.0,170275.0,4,5,10.596384701840863,1,0,0,0,1,8,5.7
666,2014,8.0,188166.0,4,2,10.081633737919603,1,0,0,0,1,4,3.0
667,2012,9.9,221757.0,4,5,9.740380214665977,1,0,0,0,1,4,2.5
668,2018,7.6,68037.0,4,5,10.043206015705211,1,0,0,0,1,4,2.0
669,2007,9.9,151117.0,4,5,9.20522732258936,1,0,0,0,1,6,3.5
670,2011,7.4,160428.0,5,5,9.546098067659527,1,0,0,0,1,4,1.8
671,2015,8.0,137631.0,2,2,9.902987427494446,0,1,0,0,1,4,2.5
672,2021,6.0,44220.0,5,5,10.48815825675999,1,0,0,0,1,4,2.0
673,2018,7.9,75056.0,4,5,10.157199105416755,1,0,0,0,1,4,2.0
674,2004,0.0,415913.0,4,5,9.74090979777877,0,1,0,0,1,4,3.0
675,2020,9.6,88350.0,4,5,10.430816248401133,1,0,0,0,1,4,2.8
676,2020,7.2,46341.0,4,5,10.2396025825095,1,0,0,0,1,4,2.0
677,2012,7.7,145934.0,5,5,9.546741177474825,1,0,0,0,1,4,2.0
678,2012,6.9,119281.0,5,5,9.679718805828,1,0,0,0,1,4,1.8
679,2018,6.9,51344.0,4,5,10.341419850781794,1,0,0,0,1,4,2.0
680,2021,4.2,37892.0,5,5,10.462817585361734,1,0,0,0,1,4,1.8
681,2015,8.8,222947.0,4,3,9.996522418503318,1,0,0,0,1,4,2.5
683,2013,6.9,291063.0,4,5,8.980927207648378,0,1,0,0,1,4,2.0
685,2005,13.2,181169.0,4,8,10.161534819858218,1,0,0,0,1,6,4.0
687,2018,8.2,173010.0,2,2,10.308519233394938,1,0,0,0,1,4,2.0
688,2002,9.0,273640.0,2,4,8.85352256068954,0,1,0,0,1,4,1.8
690,2017,6.6,71241.0,5,5,9.615138591096644,1,0,0,0,1,4,1.6
691,2004,15.1,284604.0,4,5,9.382611592916636,1,0,0,0,1,4,2.5
692,2022,8.1,1228.0,4,5,10.98512321699712,1,0,0,0,1,4,2.0
693,2017,8.7,98801.0,4,5,9.679718805828,0,1,0,0,1,4,2.8
694,2010,6.1,173586.0,5,5,9.104424146384634,1,0,0,0,1,4,1.6
695,2014,6.8,194510.0,5,5,9.305559638557117,0,1,0,0,1,4,1.8
696,2015,5.4,65001.0,4,5,10.080796567506539,1,0,0,0,1,4,2.2
698,2018,7.3,87601.0,4,5,10.30521234102857,1,0,0,0,1,4,2.5
699,2015,8.5,174143.0,2,2,10.20322170601205,1,0,0,0,1,4,2.0
700,2010,9.2,263446.0,4,7,9.85214162518454,1,0,0,0,1,4,3.2
701,2023,7.3,15.0,5,5,10.482625816484205,1,0,0,1,0,3,1.3
703,2019,6.1,79995.0,4,5,10.640651618512848,1,0,0,0,1,4,2.0
705,2016,9.1,77404.0,4,5,9.786953736280177,0,1,0,0,1,4,2.2
706,2017,5.3,37578.0,4,5,10.487935316172733,1,0,0,0,1,4,1.4
707,2023,7.3,15.0,5,5,10.482625816484205,1,0,0,1,0,3,1.3
708,2019,8.7,208293.0,4,5,10.517320926376348,1,0,0,0,1,5,3.2
709,2013,6.6,169051.0,4,5,9.740380214665977,1,0,0,0,1,4,2.0
710,2004,11.0,182067.0,4,5,8.986571625268054,1,0,0,0,1,6,2.7
711,2013,3.9,83574.0,2,4,9.79757132694458,1,0,0,0,1,2,0.9
712,2012,5.8,53447.0,5,5,9.791438048727505,1,0,0,0,1,4,1.6
713,2015,13.6,61809.0,4,5,11.06350846933288,0,1,0,0,1,8,5.0
714,2014,6.1,83803.0,2,4,10.462817585361734,1,0,0,0,1,4,2.0
715,2020,7.3,31601.0,4,5,10.618591900448115,1,0,0,0,1,4,2.5
716,2012,8.8,102233.0,4,5,9.846282078765348,1,0,0,0,1,4,2.0
717,2007,9.3,210012.0,4,5,8.852235835227855,1,0,0,0,1,4,2.4
718,2020,5.0,34339.0,4,5,10.33484780193963,1,0,0,0,1,3,1.0
719,2014,11.6,189331.0,4,2,10.12643108384767,1,0,0,0,1,4,2.7
720,2018,5.0,65068.0,5,5,10.367221568768269,1,0,0,0,1,4,1.4
722,2011,9.9,227000.0,4,5,9.195226734166134,1,0,0,0,1,6,4.0
723,2018,5.7,125167.0,4,5,11.064886829303003,1,0,0,0,1,6,3.5
724,2016,7.9,105101.0,4,5,9.946930110378965,1,0,0,0,1,4,2.0
725,2021,6.2,54176.0,5,5,10.30521234102857,0,1,0,0,1,4,2.0
726,2019,7.2,53570.0,4,5,11.372375211959872,1,0,0,0,1,6,3.0
727,2017,6.0,81697.0,5,5,10.753638481905739,1,0,0,0,1,6,3.0
728,2009,7.5,182250.0,4,5,8.986571625268054,1,0,0,0,1,4,1.8
729,2013,7.4,154887.0,5,5,9.209840246934501,1,0,0,0,1,4,1.8
730,2015,7.7,65604.0,4,5,10.2396025825095,1,0,0,0,1,4,1.6
732,2019,6.0,76625.0,5,5,10.235951767759802,1,0,0,0,1,4,2.0
733,2010,4.6,149991.0,5,5,9.304741047397666,1,0,0,0,1,4,1.6
734,2012,14.8,115631.0,4,5,11.407453832027993,0,1,0,0,1,8,6.2
735,2019,5.1,56016.0,2,4,10.593630224075774,1,0,0,0,1,4,1.4
736,2016,8.1,243000.0,4,5,10.1226230824528,1,0,0,0,1,4,2.2
737,2018,11.7,103218.0,4,7,10.118598932153073,1,0,0,0,1,4,2.0
738,2006,9.7,155068.0,4,5,8.980927207648378,1,0,0,0,1,4,2.5
739,2018,8.3,102587.0,4,5,10.20322170601205,1,0,0,0,1,4,2.5
742,2006,16.4,233001.0,4,8,10.274706221915702,1,0,0,0,1,8,4.7
743,2015,6.6,78403.0,4,5,10.457372665762566,1,0,0,0,1,4,2.0
744,2013,6.3,89432.0,5,5,9.67721410821299,1,0,0,0,1,4,1.4
745,2017,8.9,45963.0,4,5,11.138959023921435,1,0,0,0,1,6,3.0
746,2014,6.9,82748.0,4,5,9.902987427494446,1,0,0,0,1,4,2.0
748,2018,4.2,67878.0,5,5,10.37333491957356,1,0,0,0,1,4,1.8
749,2016,4.8,77925.0,5,5,9.64342064711732,1,0,0,0,1,4,1.2
750,2019,6.0,62698.0,5,5,10.373178632943564,1,0,0,0,1,4,2.0
752,2019,10.7,58422.0,2,5,11.491497517556608,0,1,0,0,1,8,4.5
754,2007,8.6,240936.0,4,5,8.612321536507814,1,0,0,0,1,4,2.3
755,2015,8.8,56651.0,4,5,9.998343083548807,1,0,0,0,1,4,2.0
757,2016,7.3,53878.0,4,5,10.645186773678239,1,0,0,0,1,4,2.0
758,2019,7.3,66853.0,4,5,10.338123037944072,1,0,0,0,1,4,2.5
759,2020,10.2,57800.0,4,5,10.911445472936107,1,0,0,0,1,6,3.3
760,2015,7.2,129961.0,4,5,10.165813354725493,1,0,0,0,1,6,3.0
762,2017,5.3,124286.0,5,5,9.615138591096644,1,0,0,0,1,4,1.2
763,2020,8.6,70500.0,4,2,10.203406942652387,1,0,0,0,1,4,1.9
764,2020,6.6,15320.0,5,5,10.596384701840863,1,0,0,0,1,4,2.5
765,2019,10.2,29189.0,4,5,10.839384814049202,1,0,0,0,1,6,3.3
766,2017,8.7,122100.0,4,2,10.596384701840863,1,0,0,0,1,4,3.0
